time,US-AL,US-AK,US-AZ,US-AR,US-CA,US-CO,US-CT,US-DE,US-DC,US-FL,US-GA,US-HI,US-ID,US-IL,US-IN,US-IA,US-KS,US-KY,US-LA,US-ME,US-MD,US-MA,US-MI,US-MN,US-MS,US-MO,US-MT,US-NE,US-NV,US-NH,US-NJ,US-NM,US-NY,US-NC,US-ND,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VT,US-VA,US-WA,US-WV,US-WI,US-WY
2020-10-04,53,51,24,47,29,27,41,35,24,45,46,17,39,26,35,31,25,44,62,51,30,41,33,26,71,30,27,31,26,45,38,26,44,41,31,35,21,27,35,46,48,29,46,37,34,44,41,24,39,27,34
2020-10-11,35,50,21,46,29,37,48,47,28,37,42,25,53,32,43,42,32,49,23,64,43,48,41,38,40,39,55,47,27,54,52,30,55,45,40,41,24,29,42,56,50,40,43,40,40,47,49,28,43,37,51
2020-10-18,38,58,28,66,29,48,42,39,25,49,39,33,61,37,50,58,45,54,27,48,32,40,43,53,44,56,69,49,31,42,42,37,48,35,48,47,36,29,39,46,40,63,46,48,44,46,40,28,43,38,63
2020-10-25,64,55,43,63,30,48,60,54,33,44,60,36,50,30,39,40,47,49,44,58,43,57,31,31,64,51,49,43,38,63,57,86,58,54,29,38,48,28,45,60,61,37,52,69,47,43,53,22,49,27,51
2020-11-01,31,67,34,37,33,28,36,38,22,48,37,21,42,22,27,28,26,33,22,42,31,34,27,25,32,28,36,29,35,37,40,32,42,36,27,30,22,25,32,38,45,29,33,33,42,36,36,20,34,22,41
2020-11-08,41,66,37,51,36,42,44,52,27,79,48,24,70,33,37,41,38,43,24,47,41,44,34,43,42,47,48,43,43,42,53,45,51,51,31,36,31,32,38,42,59,45,45,38,64,35,48,27,41,36,50
2020-11-15,32,51,25,48,32,34,42,40,21,42,36,27,53,26,32,31,32,41,22,45,37,37,31,25,34,41,33,33,33,40,43,28,48,37,24,37,27,29,38,41,42,32,39,37,40,37,40,24,43,27,40
2020-11-22,44,60,28,51,23,36,42,38,20,37,44,34,43,25,33,32,32,43,36,53,33,40,29,23,50,37,33,34,29,41,45,43,43,40,19,32,29,24,33,37,47,23,43,56,36,40,38,20,43,26,27
2020-11-29,54,60,26,57,21,35,53,42,27,59,59,26,37,22,34,26,34,49,36,69,41,58,29,21,54,36,24,27,26,66,50,43,50,48,25,40,32,23,42,52,59,25,56,58,29,46,49,19,54,21,36
2020-12-06,41,52,38,52,26,40,43,39,19,57,43,22,43,24,30,37,31,37,29,54,33,43,26,23,43,35,38,42,30,43,45,46,45,40,26,29,27,26,33,45,44,24,41,49,40,40,44,21,37,26,39
2020-12-13,53,53,31,76,30,47,94,81,44,57,57,27,67,25,38,31,35,49,38,79,80,87,32,26,59,38,37,36,37,86,93,43,84,59,31,37,42,30,85,86,68,28,53,63,62,65,80,26,73,26,47
2020-12-20,55,59,30,53,32,37,55,56,26,68,59,30,55,29,39,44,34,53,35,59,44,46,35,50,57,41,41,50,37,51,53,38,55,56,42,44,25,32,48,48,66,50,61,52,46,50,54,32,63,34,44
